date,lad19cd,variable,value
2020-09-06,E06000036,tier_2,0.0
2020-09-06,E06000037,tier_2,0.0
2020-09-06,E06000038,tier_2,0.0
2020-09-06,E06000039,tier_2,0.0
2020-09-06,E06000040,tier_2,0.0
2020-09-06,E06000041,tier_2,0.0
2020-09-06,E06000042,tier_2,0.0
2020-09-06,E06000043,tier_2,0.0
2020-09-06,E06000044,tier_2,0.0
2020-09-06,E06000045,tier_2,0.0
2020-09-06,E06000046,tier_2,0.0
2020-09-06,E06000047,tier_2,0.0
2020-09-06,E06000049,tier_2,0.0
2020-09-06,E06000050,tier_2,0.0
2020-09-06,E06000051,tier_2,0.0
2020-09-06,"E06000052,E06000053",tier_2,0.0
2020-09-06,E06000054,tier_2,0.0
2020-09-06,E06000055,tier_2,0.0
2020-09-06,E06000056,tier_2,0.0
2020-09-06,E06000057,tier_2,0.0
2020-09-06,E06000058,tier_2,0.0
2020-09-06,E06000059,tier_2,0.0
2020-09-06,E07000004,tier_2,0.0
2020-09-06,E07000005,tier_2,0.0
2020-09-06,E07000006,tier_2,0.0
2020-09-06,E07000007,tier_2,0.0
2020-09-06,E07000008,tier_2,0.0
2020-09-06,E07000009,tier_2,0.0
2020-09-06,E07000010,tier_2,0.0
2020-09-06,E07000011,tier_2,0.0
2020-09-06,E07000012,tier_2,0.0
2020-09-06,E07000026,tier_2,0.0
2020-09-06,E07000027,tier_2,0.0
2020-09-06,E07000028,tier_2,0.0
2020-09-06,E07000029,tier_2,0.0
2020-09-06,E07000030,tier_2,0.0
2020-09-06,E07000031,tier_2,0.0
2020-09-06,E07000032,tier_2,0.0
2020-09-06,E07000033,tier_2,0.0
2020-09-06,E07000034,tier_2,0.0
2020-09-06,E07000035,tier_2,0.0
2020-09-06,E07000036,tier_2,0.0
2020-09-06,E07000037,tier_2,0.0
2020-09-06,E07000038,tier_2,0.0
2020-09-06,E07000039,tier_2,0.0
2020-09-06,E07000040,tier_2,0.0
2020-09-06,E07000041,tier_2,0.0
2020-09-06,E07000042,tier_2,0.0
2020-09-06,E07000043,tier_2,0.0
2020-09-06,E07000044,tier_2,0.0
2020-09-06,E07000045,tier_2,0.0
2020-09-06,E07000046,tier_2,0.0
2020-09-06,E07000047,tier_2,0.0
2020-09-06,E07000061,tier_2,0.0
2020-09-06,E07000062,tier_2,0.0
2020-09-06,E07000063,tier_2,0.0
2020-09-06,E07000064,tier_2,0.0
2020-09-06,E07000065,tier_2,0.0
2020-09-06,E07000066,tier_2,0.0
2020-09-06,E07000067,tier_2,0.0
2020-09-06,E07000068,tier_2,0.0
2020-09-06,E07000069,tier_2,0.0
2020-09-06,E07000070,tier_2,0.0
2020-09-06,E07000071,tier_2,0.0
2020-09-06,E07000072,tier_2,0.0
2020-09-06,E07000073,tier_2,0.0
2020-09-06,E07000074,tier_2,0.0
2020-09-06,E07000075,tier_2,0.0
2020-09-06,E07000076,tier_2,0.0
2020-09-06,E07000077,tier_2,0.0
2020-09-06,E07000078,tier_2,0.0
2020-09-06,E07000079,tier_2,0.0
2020-09-06,E07000080,tier_2,0.0
2020-09-06,E07000081,tier_2,0.0
2020-09-06,E07000082,tier_2,0.0
2020-09-06,E07000083,tier_2,0.0
2020-09-06,E07000084,tier_2,0.0
2020-09-06,E07000085,tier_2,0.0
2020-09-06,E07000086,tier_2,0.0
2020-09-06,E07000087,tier_2,0.0
2020-09-06,E07000088,tier_2,0.0
2020-09-06,E07000089,tier_2,0.0
2020-09-06,E07000090,tier_2,0.0
2020-09-06,E07000091,tier_2,0.0
2020-09-06,E07000092,tier_2,0.0
2020-09-06,E07000093,tier_2,0.0
2020-09-06,E07000094,tier_2,0.0
2020-09-06,E07000095,tier_2,0.0
2020-09-06,E07000096,tier_2,0.0
2020-09-06,E07000098,tier_2,0.0
2020-09-06,E07000099,tier_2,0.0
2020-09-06,E07000102,tier_2,0.0
2020-09-06,E07000103,tier_2,0.0
2020-09-06,E07000105,tier_2,0.0
2020-09-06,E07000106,tier_2,0.0
2020-09-06,E07000107,tier_2,0.0
2020-09-06,E07000108,tier_2,0.0
2020-09-06,E07000109,tier_2,0.0
2020-09-06,E07000110,tier_2,0.0
2020-09-06,E07000111,tier_2,0.0
2020-09-06,E07000112,tier_2,0.0
2020-09-06,E07000113,tier_2,0.0
2020-09-06,E07000114,tier_2,0.0
2020-09-06,E07000115,tier_2,0.0
2020-09-06,E07000116,tier_2,0.0
2020-09-06,E07000117,tier_2,0.0
2020-09-06,E07000118,tier_2,0.0
2020-09-06,E07000119,tier_2,0.0
2020-09-06,E07000120,tier_2,0.0
2020-09-06,E07000121,tier_2,0.0
2020-09-06,E07000122,tier_2,0.0
2020-09-06,E07000123,tier_2,0.0
2020-09-06,E07000124,tier_2,0.0
2020-09-06,E07000125,tier_2,0.0
2020-09-06,E07000126,tier_2,0.0
2020-09-06,E07000127,tier_2,0.0
2020-09-06,E07000128,tier_2,0.0
2020-09-06,E07000129,tier_2,0.0
2020-09-06,E07000130,tier_2,0.0
2020-09-06,E07000131,tier_2,0.0
2020-09-06,E07000132,tier_2,0.0
2020-09-06,E07000133,tier_2,0.0
2020-09-06,E07000134,tier_2,0.0
2020-09-06,E07000135,tier_2,0.0
2020-09-06,E07000136,tier_2,0.0
2020-09-06,E07000137,tier_2,0.0
2020-09-06,E07000138,tier_2,0.0
2020-09-06,E07000139,tier_2,0.0
2020-09-06,E07000140,tier_2,0.0
2020-09-06,E07000141,tier_2,0.0
2020-09-06,E07000142,tier_2,0.0
2020-09-06,E07000143,tier_2,0.0
2020-09-06,E07000144,tier_2,0.0
2020-09-06,E07000145,tier_2,0.0
2020-09-06,E07000146,tier_2,0.0
2020-09-06,E07000147,tier_2,0.0
2020-09-06,E07000148,tier_2,0.0
2020-09-06,E07000149,tier_2,0.0
2020-09-06,E07000150,tier_2,0.0
2020-09-06,E07000151,tier_2,0.0
2020-09-06,E07000152,tier_2,0.0
2020-09-06,E07000153,tier_2,0.0
2020-09-06,E07000154,tier_2,0.0
2020-09-06,E07000155,tier_2,0.0
2020-09-06,E07000156,tier_2,0.0
2020-09-06,E07000163,tier_2,0.0
2020-09-06,E07000164,tier_2,0.0
2020-09-06,E07000165,tier_2,0.0
2020-09-06,E07000166,tier_2,0.0
2020-09-06,E07000167,tier_2,0.0
2020-09-06,E07000168,tier_2,0.0
2020-09-06,E07000169,tier_2,0.0
2020-09-06,E07000170,tier_2,0.0
2020-09-06,E07000171,tier_2,0.0
2020-09-06,E07000172,tier_2,0.0
2020-09-06,E07000173,tier_2,0.0
2020-09-06,E07000174,tier_2,0.0
2020-09-06,E07000175,tier_2,0.0
2020-09-06,E07000176,tier_2,0.0
2020-09-06,E07000177,tier_2,0.0
2020-09-06,E07000178,tier_2,0.0
2020-09-06,E07000179,tier_2,0.0
2020-09-06,E07000180,tier_2,0.0
2020-09-06,E07000181,tier_2,0.0
2020-09-06,E07000187,tier_2,0.0
2020-09-06,E07000188,tier_2,0.0
2020-09-06,E07000189,tier_2,0.0
2020-09-06,E07000192,tier_2,0.0
2020-09-06,E07000193,tier_2,0.0
2020-09-06,E07000194,tier_2,0.0
2020-09-06,E07000195,tier_2,0.0
2020-09-06,E07000196,tier_2,0.0
2020-09-06,E07000197,tier_2,0.0
2020-09-06,E07000198,tier_2,0.0
2020-09-06,E07000199,tier_2,0.0
2020-09-06,E07000200,tier_2,0.0
2020-09-06,E07000202,tier_2,0.0
2020-09-06,E07000203,tier_2,0.0
2020-09-06,E07000207,tier_2,0.0
2020-09-06,E07000208,tier_2,0.0
2020-09-06,E07000209,tier_2,0.0
2020-09-06,E07000210,tier_2,0.0
2020-09-06,E07000211,tier_2,0.0
2020-09-06,E07000212,tier_2,0.0
2020-09-06,E07000213,tier_2,0.0
2020-09-06,E07000214,tier_2,0.0
2020-09-06,E07000215,tier_2,0.0
2020-09-06,E07000216,tier_2,0.0
2020-09-06,E07000217,tier_2,0.0
2020-09-06,E07000218,tier_2,0.0
2020-09-06,E07000219,tier_2,0.0
2020-09-06,E07000220,tier_2,0.0
2020-09-06,E07000221,tier_2,0.0
2020-09-06,E07000222,tier_2,0.0
2020-09-06,E07000223,tier_2,0.0
2020-09-06,E07000224,tier_2,0.0
2020-09-06,E07000225,tier_2,0.0
2020-09-06,E07000226,tier_2,0.0
2020-09-06,E07000227,tier_2,0.0
2020-09-06,E07000228,tier_2,0.0
2020-09-06,E07000229,tier_2,0.0
2020-09-06,E07000234,tier_2,0.0
2020-09-06,E07000235,tier_2,0.0
2020-09-06,E07000236,tier_2,0.0
2020-09-06,E07000237,tier_2,0.0
2020-09-06,E07000238,tier_2,0.0
2020-09-06,E07000239,tier_2,0.0
2020-09-06,E07000240,tier_2,0.0
2020-09-06,E07000241,tier_2,0.0
2020-09-06,E07000242,tier_2,0.0
2020-09-06,E07000243,tier_2,0.0
2020-09-06,E07000244,tier_2,0.0
2020-09-06,E07000245,tier_2,0.0
2020-09-06,E07000246,tier_2,0.0
2020-09-06,E08000001,tier_2,0.0
2020-09-06,E08000002,tier_2,0.0
2020-09-06,E08000003,tier_2,0.0
2020-09-06,E08000004,tier_2,0.0
2020-09-06,E08000005,tier_2,0.0
2020-09-06,E08000006,tier_2,0.0
2020-09-06,E08000007,tier_2,0.0
2020-09-06,E08000008,tier_2,0.0
2020-09-06,E08000009,tier_2,0.0
2020-09-06,E08000010,tier_2,0.0
2020-09-06,E08000011,tier_2,0.0
2020-09-06,E08000012,tier_2,0.0
2020-09-06,E08000013,tier_2,0.0
2020-09-06,E08000014,tier_2,0.0
2020-09-06,E08000015,tier_2,0.0
2020-09-06,E08000016,tier_2,0.0
2020-09-06,E08000017,tier_2,0.0
2020-09-06,E08000018,tier_2,0.0
2020-09-06,E08000019,tier_2,0.0
2020-09-06,E08000021,tier_2,0.0
2020-09-06,E08000022,tier_2,0.0
2020-09-06,E08000023,tier_2,0.0
2020-09-06,E08000024,tier_2,0.0
2020-09-06,E08000025,tier_2,0.0
2020-09-06,E08000026,tier_2,0.0
2020-09-06,E08000027,tier_2,0.0
2020-09-06,E08000028,tier_2,0.0
2020-09-06,E08000029,tier_2,0.0
2020-09-06,E08000030,tier_2,0.0
2020-09-06,E08000031,tier_2,0.0
2020-09-06,E08000032,tier_2,0.0
2020-09-06,E08000033,tier_2,0.0
2020-09-06,E08000034,tier_2,0.0
2020-09-06,E08000035,tier_2,0.0
2020-09-06,E08000036,tier_2,0.0
2020-09-06,E08000037,tier_2,0.0
2020-09-06,"E09000001,E09000033",tier_2,0.0
2020-09-06,E09000002,tier_2,0.0
2020-09-06,E09000003,tier_2,0.0
2020-09-06,E09000004,tier_2,0.0
2020-09-06,E09000005,tier_2,0.0
2020-09-06,E09000006,tier_2,0.0
2020-09-06,E09000007,tier_2,0.0
2020-09-06,E09000008,tier_2,0.0
2020-09-06,E09000009,tier_2,0.0
2020-09-06,E09000010,tier_2,0.0
2020-09-06,E09000011,tier_2,0.0
2020-09-06,E09000012,tier_2,0.0
2020-09-06,E09000013,tier_2,0.0
2020-09-06,E09000014,tier_2,0.0
2020-09-06,E09000015,tier_2,0.0
2020-09-06,E09000016,tier_2,0.0
2020-09-06,E09000017,tier_2,0.0
2020-09-06,E09000018,tier_2,0.0
2020-09-06,E09000019,tier_2,0.0
2020-09-06,E09000020,tier_2,0.0
2020-09-06,E09000021,tier_2,0.0
2020-09-06,E09000022,tier_2,0.0
2020-09-06,E09000023,tier_2,0.0
2020-09-06,E09000024,tier_2,0.0
2020-09-06,E09000025,tier_2,0.0
2020-09-06,E09000026,tier_2,0.0
2020-09-06,E09000027,tier_2,0.0
2020-09-06,E09000028,tier_2,0.0
2020-09-06,E09000029,tier_2,0.0
2020-09-06,E09000030,tier_2,0.0
2020-09-06,E09000031,tier_2,0.0
2020-09-06,E09000032,tier_2,0.0
2020-09-07,E06000001,tier_2,0.0
2020-09-07,E06000002,tier_2,0.0
2020-09-07,E06000003,tier_2,0.0
2020-09-07,E06000004,tier_2,0.0
2020-09-07,E06000005,tier_2,0.0
2020-09-07,E06000006,tier_2,0.0
2020-09-07,E06000007,tier_2,0.0
2020-09-07,E06000008,tier_2,0.0
2020-09-07,E06000009,tier_2,0.0
2020-09-07,E06000010,tier_2,0.0
2020-09-07,E06000011,tier_2,0.0
2020-09-07,E06000012,tier_2,0.0
2020-09-07,E06000013,tier_2,0.0
2020-09-07,E06000014,tier_2,0.0
2020-09-07,E06000015,tier_2,0.0
2020-09-07,E06000016,tier_2,0.0
2020-09-07,E06000017,tier_2,0.0
2020-09-07,E06000018,tier_2,0.0
2020-09-07,E06000019,tier_2,0.0
2020-09-07,E06000020,tier_2,0.0
2020-09-07,E06000021,tier_2,0.0
2020-09-07,E06000022,tier_2,0.0
2020-09-07,E06000023,tier_2,0.0
2020-09-07,E06000024,tier_2,0.0
2020-09-07,E06000025,tier_2,0.0
2020-09-07,E06000026,tier_2,0.0
2020-09-07,E06000027,tier_2,0.0
2020-09-07,E06000030,tier_2,0.0
2020-09-07,E06000031,tier_2,0.0
2020-09-07,E06000032,tier_2,0.0
2020-09-07,E06000033,tier_2,0.0
2020-09-07,E06000034,tier_2,0.0
2020-09-07,E06000035,tier_2,0.0
2020-09-07,E06000036,tier_2,0.0
2020-09-07,E06000037,tier_2,0.0
2020-09-07,E06000038,tier_2,0.0
2020-09-07,E06000039,tier_2,0.0
2020-09-07,E06000040,tier_2,0.0
2020-09-07,E06000041,tier_2,0.0
2020-09-07,E06000042,tier_2,0.0
2020-09-07,E06000043,tier_2,0.0
2020-09-07,E06000044,tier_2,0.0
2020-09-07,E06000045,tier_2,0.0
2020-09-07,E06000046,tier_2,0.0
2020-09-07,E06000047,tier_2,0.0
2020-09-07,E06000049,tier_2,0.0
2020-09-07,E06000050,tier_2,0.0
2020-09-07,E06000051,tier_2,0.0
2020-09-07,"E06000052,E06000053",tier_2,0.0
2020-09-07,E06000054,tier_2,0.0
2020-09-07,E06000055,tier_2,0.0
2020-09-07,E06000056,tier_2,0.0
2020-09-07,E06000057,tier_2,0.0
2020-09-07,E06000058,tier_2,0.0
2020-09-07,E06000059,tier_2,0.0
2020-09-07,E07000004,tier_2,0.0
2020-09-07,E07000005,tier_2,0.0
2020-09-07,E07000006,tier_2,0.0
2020-09-07,E07000007,tier_2,0.0
2020-09-07,E07000008,tier_2,0.0
2020-09-07,E07000009,tier_2,0.0
2020-09-07,E07000010,tier_2,0.0
2020-09-07,E07000011,tier_2,0.0
2020-09-07,E07000012,tier_2,0.0
2020-09-07,E07000026,tier_2,0.0
2020-09-07,E07000027,tier_2,0.0
2020-09-07,E07000028,tier_2,0.0
2020-09-07,E07000029,tier_2,0.0
2020-09-07,E07000030,tier_2,0.0
2020-09-07,E07000031,tier_2,0.0
2020-09-07,E07000032,tier_2,0.0
2020-09-07,E07000033,tier_2,0.0
2020-09-07,E07000034,tier_2,0.0
2020-09-07,E07000035,tier_2,0.0
2020-09-07,E07000036,tier_2,0.0
2020-09-07,E07000037,tier_2,0.0
2020-09-07,E07000038,tier_2,0.0
2020-09-07,E07000039,tier_2,0.0
2020-09-07,E07000040,tier_2,0.0
2020-09-07,E07000041,tier_2,0.0
2020-09-07,E07000042,tier_2,0.0
2020-09-07,E07000043,tier_2,0.0
2020-09-07,E07000044,tier_2,0.0
2020-09-07,E07000045,tier_2,0.0
2020-09-07,E07000046,tier_2,0.0
2020-09-07,E07000047,tier_2,0.0
2020-09-07,E07000061,tier_2,0.0
2020-09-07,E07000062,tier_2,0.0
2020-09-07,E07000063,tier_2,0.0
2020-09-07,E07000064,tier_2,0.0
2020-09-07,E07000065,tier_2,0.0
2020-09-07,E07000066,tier_2,0.0
2020-09-07,E07000067,tier_2,0.0
2020-09-07,E07000068,tier_2,0.0
2020-09-07,E07000069,tier_2,0.0
2020-09-07,E07000070,tier_2,0.0
2020-09-07,E07000071,tier_2,0.0
2020-09-07,E07000072,tier_2,0.0
2020-09-07,E07000073,tier_2,0.0
2020-09-07,E07000074,tier_2,0.0
2020-09-07,E07000075,tier_2,0.0
2020-09-07,E07000076,tier_2,0.0
2020-09-07,E07000077,tier_2,0.0
2020-09-07,E07000078,tier_2,0.0
2020-09-07,E07000079,tier_2,0.0
2020-09-07,E07000080,tier_2,0.0
2020-09-07,E07000081,tier_2,0.0
2020-09-07,E07000082,tier_2,0.0
2020-09-07,E07000083,tier_2,0.0
2020-09-07,E07000084,tier_2,0.0
2020-09-07,E07000085,tier_2,0.0
2020-09-07,E07000086,tier_2,0.0
2020-09-07,E07000087,tier_2,0.0
2020-09-07,E07000088,tier_2,0.0
2020-09-07,E07000089,tier_2,0.0
2020-09-07,E07000090,tier_2,0.0
2020-09-07,E07000091,tier_2,0.0
2020-09-07,E07000092,tier_2,0.0
2020-09-07,E07000093,tier_2,0.0
2020-09-07,E07000094,tier_2,0.0
2020-09-07,E07000095,tier_2,0.0
2020-09-07,E07000096,tier_2,0.0
2020-09-07,E07000098,tier_2,0.0
2020-09-07,E07000099,tier_2,0.0
2020-09-07,E07000102,tier_2,0.0
2020-09-07,E07000103,tier_2,0.0
2020-09-07,E07000105,tier_2,0.0
2020-09-07,E07000106,tier_2,0.0
2020-09-07,E07000107,tier_2,0.0
2020-09-07,E07000108,tier_2,0.0
2020-09-07,E07000109,tier_2,0.0
2020-09-07,E07000110,tier_2,0.0
2020-09-07,E07000111,tier_2,0.0
2020-09-07,E07000112,tier_2,0.0
2020-09-07,E07000113,tier_2,0.0
2020-09-07,E07000114,tier_2,0.0
2020-09-07,E07000115,tier_2,0.0
2020-09-07,E07000116,tier_2,0.0
2020-09-07,E07000117,tier_2,0.0
2020-09-07,E07000118,tier_2,0.0
2020-09-07,E07000119,tier_2,0.0
2020-09-07,E07000120,tier_2,0.0
2020-09-07,E07000121,tier_2,0.0
2020-09-07,E07000122,tier_2,0.0
2020-09-07,E07000123,tier_2,0.0
2020-09-07,E07000124,tier_2,0.0
2020-09-07,E07000125,tier_2,0.0
2020-09-07,E07000126,tier_2,0.0
2020-09-07,E07000127,tier_2,0.0
2020-09-07,E07000128,tier_2,0.0
2020-09-07,E07000129,tier_2,0.0
2020-09-07,E07000130,tier_2,0.0
2020-09-07,E07000131,tier_2,0.0
2020-09-07,E07000132,tier_2,0.0
2020-09-07,E07000133,tier_2,0.0
2020-09-07,E07000134,tier_2,0.0
2020-09-07,E07000135,tier_2,0.0
2020-09-07,E07000136,tier_2,0.0
2020-09-07,E07000137,tier_2,0.0
2020-09-07,E07000138,tier_2,0.0
2020-09-07,E07000139,tier_2,0.0
2020-09-07,E07000140,tier_2,0.0
2020-09-07,E07000141,tier_2,0.0
2020-09-07,E07000142,tier_2,0.0
2020-09-07,E07000143,tier_2,0.0
2020-09-07,E07000144,tier_2,0.0
2020-09-07,E07000145,tier_2,0.0
2020-09-07,E07000146,tier_2,0.0
2020-09-07,E07000147,tier_2,0.0
2020-09-07,E07000148,tier_2,0.0
2020-09-07,E07000149,tier_2,0.0
2020-09-07,E07000150,tier_2,0.0
2020-09-07,E07000151,tier_2,0.0
2020-09-07,E07000152,tier_2,0.0
2020-09-07,E07000153,tier_2,0.0
2020-09-07,E07000154,tier_2,0.0
2020-09-07,E07000155,tier_2,0.0
2020-09-07,E07000156,tier_2,0.0
2020-09-07,E07000163,tier_2,0.0
2020-09-07,E07000164,tier_2,0.0
2020-09-07,E07000165,tier_2,0.0
2020-09-07,E07000166,tier_2,0.0
2020-09-07,E07000167,tier_2,0.0
2020-09-07,E07000168,tier_2,0.0
2020-09-07,E07000169,tier_2,0.0
2020-09-07,E07000170,tier_2,0.0
2020-09-07,E07000171,tier_2,0.0
2020-09-07,E07000172,tier_2,0.0
2020-09-07,E07000173,tier_2,0.0
2020-09-07,E07000174,tier_2,0.0
2020-09-07,E07000175,tier_2,0.0
2020-09-07,E07000176,tier_2,0.0
2020-09-07,E07000177,tier_2,0.0
2020-09-07,E07000178,tier_2,0.0
2020-09-07,E07000179,tier_2,0.0
2020-09-07,E07000180,tier_2,0.0
2020-09-07,E07000181,tier_2,0.0
2020-09-07,E07000187,tier_2,0.0
2020-09-07,E07000188,tier_2,0.0
2020-09-07,E07000189,tier_2,0.0
2020-09-07,E07000192,tier_2,0.0
2020-09-07,E07000193,tier_2,0.0
2020-09-07,E07000194,tier_2,0.0
2020-09-07,E07000195,tier_2,0.0
2020-09-07,E07000196,tier_2,0.0
2020-09-07,E07000197,tier_2,0.0
2020-09-07,E07000198,tier_2,0.0
2020-09-07,E07000199,tier_2,0.0
2020-09-07,E07000200,tier_2,0.0
2020-09-07,E07000202,tier_2,0.0
2020-09-07,E07000203,tier_2,0.0
2020-09-07,E07000207,tier_2,0.0
2020-09-07,E07000208,tier_2,0.0
2020-09-07,E07000209,tier_2,0.0
2020-09-07,E07000210,tier_2,0.0
2020-09-07,E07000211,tier_2,0.0
2020-09-07,E07000212,tier_2,0.0
2020-09-07,E07000213,tier_2,0.0
2020-09-07,E07000214,tier_2,0.0
2020-09-07,E07000215,tier_2,0.0
2020-09-07,E07000216,tier_2,0.0
2020-09-07,E07000217,tier_2,0.0
2020-09-07,E07000218,tier_2,0.0
2020-09-07,E07000219,tier_2,0.0
2020-09-07,E07000220,tier_2,0.0
2020-09-07,E07000221,tier_2,0.0
2020-09-07,E07000222,tier_2,0.0
2020-09-07,E07000223,tier_2,0.0
2020-09-07,E07000224,tier_2,0.0
2020-09-07,E07000225,tier_2,0.0
2020-09-07,E07000226,tier_2,0.0
2020-09-07,E07000227,tier_2,0.0
2020-09-07,E07000228,tier_2,0.0
2020-09-07,E07000229,tier_2,0.0
2020-09-07,E07000234,tier_2,0.0
2020-09-07,E07000235,tier_2,0.0
2020-09-07,E07000236,tier_2,0.0
2020-09-07,E07000237,tier_2,0.0
2020-09-07,E07000238,tier_2,0.0
2020-09-07,E07000239,tier_2,0.0
2020-09-07,E07000240,tier_2,0.0
2020-09-07,E07000241,tier_2,0.0
2020-09-07,E07000242,tier_2,0.0
2020-09-07,E07000243,tier_2,0.0
2020-09-07,E07000244,tier_2,0.0
2020-09-07,E07000245,tier_2,0.0
2020-09-07,E07000246,tier_2,0.0
2020-09-07,E08000001,tier_2,0.0
2020-09-07,E08000002,tier_2,0.0
2020-09-07,E08000003,tier_2,0.0
2020-09-07,E08000004,tier_2,0.0
2020-09-07,E08000005,tier_2,0.0
2020-09-07,E08000006,tier_2,0.0
2020-09-07,E08000007,tier_2,0.0
2020-09-07,E08000008,tier_2,0.0
2020-09-07,E08000009,tier_2,0.0
2020-09-07,E08000010,tier_2,0.0
2020-09-07,E08000011,tier_2,0.0
2020-09-07,E08000012,tier_2,0.0
2020-09-07,E08000013,tier_2,0.0
2020-09-07,E08000014,tier_2,0.0
2020-09-07,E08000015,tier_2,0.0
2020-09-07,E08000016,tier_2,0.0
2020-09-07,E08000017,tier_2,0.0
2020-09-07,E08000018,tier_2,0.0
2020-09-07,E08000019,tier_2,0.0
2020-09-07,E08000021,tier_2,0.0
2020-09-07,E08000022,tier_2,0.0
2020-09-07,E08000023,tier_2,0.0
2020-09-07,E08000024,tier_2,0.0
2020-09-07,E08000025,tier_2,0.0
2020-09-07,E08000026,tier_2,0.0
2020-09-07,E08000027,tier_2,0.0
2020-09-07,E08000028,tier_2,0.0
2020-09-07,E08000029,tier_2,0.0
2020-09-07,E08000030,tier_2,0.0
2020-09-07,E08000031,tier_2,0.0
2020-09-07,E08000032,tier_2,0.0
2020-09-07,E08000033,tier_2,0.0
2020-09-07,E08000034,tier_2,0.0
2020-09-07,E08000035,tier_2,0.0
2020-09-07,E08000036,tier_2,0.0
2020-09-07,E08000037,tier_2,0.0
2020-09-07,"E09000001,E09000033",tier_2,0.0
2020-09-07,E09000002,tier_2,0.0
2020-09-07,E09000003,tier_2,0.0
2020-09-07,E09000004,tier_2,0.0
2020-09-07,E09000005,tier_2,0.0
2020-09-07,E09000006,tier_2,0.0
2020-09-07,E09000007,tier_2,0.0
2020-09-07,E09000008,tier_2,0.0
2020-09-07,E09000009,tier_2,0.0
2020-09-07,E09000010,tier_2,0.0
2020-09-07,E09000011,tier_2,0.0
2020-09-07,E09000012,tier_2,0.0
2020-09-07,E09000013,tier_2,0.0
2020-09-07,E09000014,tier_2,0.0
2020-09-07,E09000015,tier_2,0.0
2020-09-07,E09000016,tier_2,0.0
2020-09-07,E09000017,tier_2,0.0
2020-09-07,E09000018,tier_2,0.0
2020-09-07,E09000019,tier_2,0.0
2020-09-07,E09000020,tier_2,0.0
2020-09-07,E09000021,tier_2,0.0
2020-09-07,E09000022,tier_2,0.0
2020-09-07,E09000023,tier_2,0.0
2020-09-07,E09000024,tier_2,0.0
2020-09-07,E09000025,tier_2,0.0
2020-09-07,E09000026,tier_2,0.0
2020-09-07,E09000027,tier_2,0.0
2020-09-07,E09000028,tier_2,0.0
2020-09-07,E09000029,tier_2,0.0
2020-09-07,E09000030,tier_2,0.0
2020-09-07,E09000031,tier_2,0.0
2020-09-07,E09000032,tier_2,0.0
2020-09-08,E06000001,tier_2,0.0
2020-09-08,E06000002,tier_2,0.0
2020-09-08,E06000003,tier_2,0.0
2020-09-08,E06000004,tier_2,0.0
2020-09-08,E06000005,tier_2,0.0
2020-09-08,E06000006,tier_2,0.0
2020-09-08,E06000007,tier_2,0.0
2020-09-08,E06000008,tier_2,0.0
2020-09-08,E06000009,tier_2,0.0
2020-09-08,E06000010,tier_2,0.0
2020-09-08,E06000011,tier_2,0.0
2020-09-08,E06000012,tier_2,0.0
2020-09-08,E06000013,tier_2,0.0
2020-09-08,E06000014,tier_2,0.0
2020-09-08,E06000015,tier_2,0.0
2020-09-08,E06000016,tier_2,0.0
2020-09-08,E06000017,tier_2,0.0
2020-09-08,E06000018,tier_2,0.0
2020-09-08,E06000019,tier_2,0.0
2020-09-08,E06000020,tier_2,0.0
2020-09-08,E06000021,tier_2,0.0
2020-09-08,E06000022,tier_2,0.0
2020-09-08,E06000023,tier_2,0.0
2020-09-08,E06000024,tier_2,0.0
2020-09-08,E06000025,tier_2,0.0
2020-09-08,E06000026,tier_2,0.0
2020-09-08,E06000027,tier_2,0.0
2020-09-08,E06000030,tier_2,0.0
2020-09-08,E06000031,tier_2,0.0
2020-09-08,E06000032,tier_2,0.0
2020-09-08,E06000033,tier_2,0.0
2020-09-08,E06000034,tier_2,0.0
2020-09-08,E06000035,tier_2,0.0
2020-09-08,E06000036,tier_2,0.0
2020-09-08,E06000037,tier_2,0.0
2020-09-08,E06000038,tier_2,0.0
2020-09-08,E06000039,tier_2,0.0
2020-09-08,E06000040,tier_2,0.0
2020-09-08,E06000041,tier_2,0.0
2020-09-08,E06000042,tier_2,0.0
2020-09-08,E06000043,tier_2,0.0
2020-09-08,E06000044,tier_2,0.0
2020-09-08,E06000045,tier_2,0.0
2020-09-08,E06000046,tier_2,0.0
2020-09-08,E06000047,tier_2,0.0
2020-09-08,E06000049,tier_2,0.0
2020-09-08,E06000050,tier_2,0.0
2020-09-08,E06000051,tier_2,0.0
2020-09-08,"E06000052,E06000053",tier_2,0.0
2020-09-08,E06000054,tier_2,0.0
2020-09-08,E06000055,tier_2,0.0
2020-09-08,E06000056,tier_2,0.0
2020-09-08,E06000057,tier_2,0.0
2020-09-08,E06000058,tier_2,0.0
2020-09-08,E06000059,tier_2,0.0
2020-09-08,E07000004,tier_2,0.0
2020-09-08,E07000005,tier_2,0.0
2020-09-08,E07000006,tier_2,0.0
2020-09-08,E07000007,tier_2,0.0
2020-09-08,E07000008,tier_2,0.0
2020-09-08,E07000009,tier_2,0.0
2020-09-08,E07000010,tier_2,0.0
2020-09-08,E07000011,tier_2,0.0
2020-09-08,E07000012,tier_2,0.0
2020-09-08,E07000026,tier_2,0.0
2020-09-08,E07000027,tier_2,0.0
2020-09-08,E07000028,tier_2,0.0
